ORDERDATE,YEAR_ID,MONTH_ID,QTR_ID,PRODUCTLINE,QUANTITYORDERED,MSRP,PRICEEACH,DISCOUNT_PERCENTAGE,DISCOUNT_PCT_CLIPPED,DISCOUNT_OUTLIER_FLAG,STATUS,IS_CLOSED,DEAL_SIZE,DEAL_SIZE_BUCKETS
2004-10-11,2004,10,4,Classic Cars,47,214,100.0,53.271028037383175,50.0,1,Shipped,1,4700.0,Large
2004-10-21,2004,10,4,Classic Cars,48,214,100.0,53.271028037383175,50.0,1,Shipped,1,4800.0,Large
2004-11-04,2004,11,4,Classic Cars,40,214,100.0,53.271028037383175,50.0,1,Shipped,1,4000.0,Large
2004-11-18,2004,11,4,Classic Cars,26,214,100.0,53.271028037383175,50.0,1,Shipped,1,2600.0,Medium
2004-11-29,2004,11,4,Classic Cars,30,214,100.0,53.271028037383175,50.0,1,Shipped,1,3000.0,Medium
2004-12-10,2004,12,4,Classic Cars,32,214,100.0,53.271028037383175,50.0,1,Shipped,1,3200.0,Medium
2005-01-20,2005,1,1,Classic Cars,41,214,100.0,53.271028037383175,50.0,1,Shipped,1,4100.0,Large
2005-02-17,2005,2,1,Classic Cars,36,214,100.0,53.271028037383175,50.0,1,Shipped,1,3600.0,Large
2005-03-09,2005,3,1,Classic Cars,24,214,100.0,53.271028037383175,50.0,1,Shipped,1,2400.0,Medium
2005-05-01,2005,5,2,Classic Cars,23,214,100.0,53.271028037383175,50.0,1,Shipped,1,2300.0,Small
2005-05-31,2005,5,2,Classic Cars,50,214,100.0,53.271028037383175,50.0,1,In Process,0,5000.0,Large
2003-02-24,2003,2,1,Motorcycles,39,118,99.91,15.330508474576273,15.330508474576273,0,Shipped,1,3896.49,Large
2003-04-29,2003,4,2,Motorcycles,29,118,96.34,18.355932203389827,18.355932203389827,0,Shipped,1,2793.86,Medium
2003-07-01,2003,7,3,Motorcycles,27,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2700.0,Medium
2003-08-25,2003,8,3,Motorcycles,37,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,3700.0,Large
2003-10-10,2003,10,4,Motorcycles,37,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,3700.0,Large
2003-10-28,2003,10,4,Motorcycles,27,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2700.0,Medium
2003-11-11,2003,11,4,Motorcycles,42,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4200.0,Large
2003-11-18,2003,11,4,Motorcycles,38,118,96.34,18.355932203389827,18.355932203389827,0,Shipped,1,3660.92,Large
2003-12-01,2003,12,4,Motorcycles,24,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2400.0,Medium
2004-01-12,2004,1,1,Motorcycles,23,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2300.0,Small
2004-02-20,2004,2,1,Motorcycles,47,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4700.0,Large
2004-04-03,2004,4,2,Motorcycles,22,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2200.0,Small
2004-05-18,2004,5,2,Motorcycles,44,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4400.0,Large
2004-06-28,2004,6,2,Motorcycles,40,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4000.0,Large
2004-07-23,2004,7,3,Motorcycles,22,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2200.0,Small
2004-08-27,2004,8,3,Motorcycles,47,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4700.0,Large
2004-09-27,2004,9,3,Motorcycles,39,118,96.34,18.355932203389827,18.355932203389827,0,Shipped,1,3757.26,Large
2004-10-15,2004,10,4,Motorcycles,34,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,3400.0,Large
2004-11-02,2004,11,4,Motorcycles,45,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4500.0,Large
2004-11-15,2004,11,4,Motorcycles,20,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,2000.0,Small
2004-11-23,2004,11,4,Motorcycles,40,118,68.92,41.59322033898305,41.59322033898305,0,Shipped,1,2756.8,Medium
2004-12-17,2004,12,4,Motorcycles,26,118,51.15,56.652542372881356,50.0,1,Shipped,1,1329.8999999999999,Small
2005-02-02,2005,2,1,Motorcycles,39,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,3900.0,Large
2005-03-03,2005,3,1,Motorcycles,50,118,44.51,62.27966101694916,50.0,1,Shipped,1,2225.5,Small
2005-04-07,2005,4,2,Motorcycles,45,118,100.0,15.254237288135593,15.254237288135593,0,Shipped,1,4500.0,Large
2005-05-13,2005,5,2,Motorcycles,45,118,100.0,15.254237288135593,15.254237288135593,0,Disputed,0,4500.0,Large
2003-02-24,2003,2,1,Motorcycles,27,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2700.0,Medium
2003-04-29,2003,4,2,Motorcycles,46,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4600.0,Large
2003-07-01,2003,7,3,Motorcycles,31,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3100.0,Medium
2003-08-25,2003,8,3,Motorcycles,33,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3300.0,Medium
2003-10-10,2003,10,4,Motorcycles,22,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2200.0,Small
2003-10-28,2003,10,4,Motorcycles,20,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2000.0,Small
2003-11-11,2003,11,4,Motorcycles,41,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4100.0,Large
2003-11-18,2003,11,4,Motorcycles,45,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4500.0,Large
2003-12-01,2003,12,4,Motorcycles,49,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4900.0,Large
2004-01-12,2004,1,1,Motorcycles,34,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3400.0,Large
2004-02-20,2004,2,1,Motorcycles,49,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4900.0,Large
2004-04-05,2004,4,2,Motorcycles,39,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3900.0,Large
2004-05-18,2004,5,2,Motorcycles,43,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4300.0,Large
2004-06-28,2004,6,2,Motorcycles,41,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,4100.0,Large
2004-07-23,2004,7,3,Motorcycles,36,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3600.0,Large
2004-08-27,2004,8,3,Motorcycles,27,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2700.0,Medium
2004-09-30,2004,9,3,Motorcycles,29,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2900.0,Medium
2004-10-15,2004,10,4,Motorcycles,20,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2000.0,Small
2004-11-02,2004,11,4,Motorcycles,37,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,3700.0,Large
2004-11-15,2004,11,4,Motorcycles,26,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2600.0,Medium
2004-11-23,2004,11,4,Motorcycles,39,193,76.67,60.27461139896373,50.0,1,Shipped,1,2990.13,Medium
2005-01-05,2005,1,1,Motorcycles,22,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2200.0,Small
2005-02-02,2005,2,1,Motorcycles,22,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,2200.0,Small
2005-03-03,2005,3,1,Motorcycles,21,193,86.77,55.04145077720207,50.0,1,Shipped,1,1822.1699999999998,Small
2005-04-08,2005,4,2,Motorcycles,66,193,100.0,48.18652849740933,48.18652849740933,0,Shipped,1,6600.0,Large
2005-05-13,2005,5,2,Motorcycles,56,193,100.0,48.18652849740933,48.18652849740933,0,Disputed,0,5600.0,Large
2003-02-11,2003,2,1,Classic Cars,50,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,5000.0,Large
2003-04-28,2003,4,2,Classic Cars,46,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4600.0,Large
2003-06-12,2003,6,2,Classic Cars,33,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3300.0,Medium
2003-08-10,2003,8,3,Classic Cars,49,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4900.0,Large
2003-10-06,2003,10,4,Classic Cars,32,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3200.0,Medium
2003-10-23,2003,10,4,Classic Cars,44,136,100.0,26.47058823529412,26.47058823529412,0,Cancelled,0,4400.0,Large
2003-11-08,2003,11,4,Classic Cars,24,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2400.0,Medium
2003-11-14,2003,11,4,Classic Cars,26,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2600.0,Medium
2003-11-26,2003,11,4,Classic Cars,45,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4500.0,Large
2004-01-09,2004,1,1,Classic Cars,39,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3900.0,Large
2004-02-19,2004,2,1,Classic Cars,49,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4900.0,Large
2004-05-07,2004,5,2,Classic Cars,20,136,100.0,26.47058823529412,26.47058823529412,0,Cancelled,0,2000.0,Small
2004-06-17,2004,6,2,Classic Cars,27,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2700.0,Medium
2004-07-21,2004,7,3,Classic Cars,30,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3000.0,Medium
2004-08-20,2004,8,3,Classic Cars,25,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2500.0,Medium
2004-09-10,2004,9,3,Classic Cars,24,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2400.0,Medium
2004-10-14,2004,10,4,Classic Cars,22,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2200.0,Small
2004-11-01,2004,11,4,Classic Cars,33,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3300.0,Medium
2004-11-05,2004,11,4,Classic Cars,47,136,64.93,52.257352941176464,50.0,1,Shipped,1,3051.7100000000005,Medium
2004-11-21,2004,11,4,Classic Cars,25,136,48.05,64.66911764705883,50.0,1,Shipped,1,1201.25,Small
2004-12-02,2004,12,4,Classic Cars,26,136,75.47,44.50735294117647,44.50735294117647,0,Shipped,1,1962.22,Small
2004-12-15,2004,12,4,Classic Cars,48,136,54.68,59.79411764705882,50.0,1,Shipped,1,2624.64,Medium
2005-01-31,2005,1,1,Classic Cars,39,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3900.0,Large
2005-02-23,2005,2,1,Classic Cars,34,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3400.0,Large
2005-03-17,2005,3,1,Classic Cars,32,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3200.0,Medium
2005-04-01,2005,4,2,Classic Cars,64,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,6400.0,Large
2005-05-06,2005,5,2,Classic Cars,19,136,100.0,26.47058823529412,26.47058823529412,0,On Hold,0,1900.0,Small
2003-01-29,2003,1,1,Classic Cars,42,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,4200.0,Large
2003-04-01,2003,4,2,Classic Cars,31,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3100.0,Medium
2003-05-28,2003,5,2,Classic Cars,22,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2200.0,Small
2003-07-24,2003,7,3,Classic Cars,26,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2600.0,Medium
2003-09-19,2003,9,3,Classic Cars,20,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2000.0,Small
2003-10-21,2003,10,4,Classic Cars,21,147,100.0,31.97278911564626,31.97278911564626,0,Resolved,1,2100.0,Small
2003-11-06,2003,11,4,Classic Cars,33,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3300.0,Medium
2003-11-13,2003,11,4,Classic Cars,28,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2800.0,Medium
2003-11-25,2003,11,4,Classic Cars,26,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2600.0,Medium
2003-12-09,2003,12,4,Classic Cars,31,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3100.0,Medium
2004-02-04,2004,2,1,Classic Cars,48,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,4800.0,Large
2004-03-11,2004,3,1,Classic Cars,50,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,5000.0,Large
2004-05-04,2004,5,2,Classic Cars,28,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2800.0,Medium
2004-06-15,2004,6,2,Classic Cars,26,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2600.0,Medium
2004-07-19,2004,7,3,Classic Cars,32,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3200.0,Medium
2004-08-19,2004,8,3,Classic Cars,44,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,4400.0,Large
2004-09-08,2004,9,3,Classic Cars,30,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3000.0,Medium
2004-10-13,2004,10,4,Classic Cars,38,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3800.0,Large
2004-10-22,2004,10,4,Classic Cars,40,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,4000.0,Large
2004-11-04,2004,11,4,Classic Cars,46,147,61.99,57.829931972789105,50.0,1,Shipped,1,2851.54,Medium
2004-11-19,2004,11,4,Classic Cars,26,147,100.0,31.97278911564626,31.97278911564626,0,On Hold,0,2600.0,Medium
2004-11-29,2004,11,4,Classic Cars,27,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2700.0,Medium
2004-12-10,2004,12,4,Classic Cars,43,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,4300.0,Large
2005-01-20,2005,1,1,Classic Cars,35,147,65.63,55.353741496598644,50.0,1,Shipped,1,2297.0499999999997,Small
2005-02-17,2005,2,1,Classic Cars,37,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,3700.0,Large
2005-03-09,2005,3,1,Classic Cars,37,147,46.9,68.09523809523809,50.0,1,Shipped,1,1735.3,Small
2005-05-01,2005,5,2,Classic Cars,27,147,100.0,31.97278911564626,31.97278911564626,0,Shipped,1,2700.0,Medium
2005-05-31,2005,5,2,Classic Cars,38,147,100.0,31.97278911564626,31.97278911564626,0,In Process,0,3800.0,Large
2003-03-03,2003,3,1,Classic Cars,33,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,3300.0,Medium
2003-05-08,2003,5,2,Classic Cars,42,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4200.0,Large
2003-07-02,2003,7,3,Classic Cars,42,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4200.0,Large
2003-09-05,2003,9,3,Classic Cars,48,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4800.0,Large
2003-10-10,2003,10,4,Classic Cars,41,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4100.0,Large
2003-11-04,2003,11,4,Classic Cars,30,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,3000.0,Medium
2003-11-12,2003,11,4,Classic Cars,27,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2700.0,Medium
2003-11-20,2003,11,4,Classic Cars,21,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2100.0,Small
2003-12-02,2003,12,4,Classic Cars,20,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2000.0,Small
2004-01-15,2004,1,1,Classic Cars,41,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4100.0,Large
2004-02-22,2004,2,1,Classic Cars,27,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2700.0,Medium
2004-04-09,2004,4,2,Classic Cars,28,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2800.0,Medium
2004-06-01,2004,6,2,Classic Cars,24,194,100.0,48.45360824742268,48.45360824742268,0,Cancelled,0,2400.0,Medium
2004-07-06,2004,7,3,Classic Cars,44,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,4400.0,Large
2004-08-02,2004,8,3,Classic Cars,50,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,5000.0,Large
2004-08-30,2004,8,3,Classic Cars,21,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,2100.0,Small
2003-10-04,2003,10,4,Classic Cars,33,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,3300.0,Medium
2004-10-16,2004,10,4,Classic Cars,33,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,3300.0,Medium
2004-11-03,2004,11,4,Classic Cars,31,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,3100.0,Medium
2004-11-15,2004,11,4,Classic Cars,41,194,71.47,63.15979381443299,50.0,1,Shipped,1,2930.27,Medium
2004-11-24,2004,11,4,Classic Cars,45,194,79.65,58.94329896907217,50.0,1,Shipped,1,3584.2500000000005,Large
2005-01-06,2005,1,1,Classic Cars,33,194,85.39,55.98453608247422,50.0,1,Shipped,1,2817.87,Medium
2005-02-03,2005,2,1,Classic Cars,45,194,76.0,60.824742268041234,50.0,1,Shipped,1,3420.0,Large
2005-03-03,2005,3,1,Classic Cars,26,194,99.04,48.94845360824742,48.94845360824742,0,Shipped,1,2575.04,Medium
2005-05-17,2005,5,2,Classic Cars,12,194,100.0,48.45360824742268,48.45360824742268,0,Shipped,1,1200.0,Small
2003-02-11,2003,2,1,Classic Cars,41,207,100.0,51.690821256038646,50.0,1,Shipped,1,4100.0,Large
2003-04-16,2003,4,2,Classic Cars,33,207,100.0,51.690821256038646,50.0,1,Shipped,1,3300.0,Medium
2003-06-03,2003,6,2,Classic Cars,46,207,100.0,51.690821256038646,50.0,1,Shipped,1,4600.0,Large
2003-08-08,2003,8,3,Classic Cars,33,207,100.0,51.690821256038646,50.0,1,Shipped,1,3300.0,Medium
2003-09-28,2003,9,3,Classic Cars,20,207,100.0,51.690821256038646,50.0,1,Shipped,1,2000.0,Small
2003-10-22,2003,10,4,Classic Cars,44,207,100.0,51.690821256038646,50.0,1,Shipped,1,4400.0,Large
2003-11-06,2003,11,4,Classic Cars,33,207,100.0,51.690821256038646,50.0,1,Shipped,1,3300.0,Medium
2003-11-14,2003,11,4,Classic Cars,21,207,100.0,51.690821256038646,50.0,1,Shipped,1,2100.0,Small
2003-11-26,2003,11,4,Classic Cars,47,207,100.0,51.690821256038646,50.0,1,Shipped,1,4700.0,Large
2004-01-02,2004,1,1,Classic Cars,46,207,100.0,51.690821256038646,50.0,1,Shipped,1,4600.0,Large
2004-02-12,2004,2,1,Classic Cars,32,207,100.0,51.690821256038646,50.0,1,Shipped,1,3200.0,Medium
2004-03-19,2004,3,1,Classic Cars,42,207,100.0,51.690821256038646,50.0,1,Shipped,1,4200.0,Large
2004-05-05,2004,5,2,Classic Cars,44,207,100.0,51.690821256038646,50.0,1,Shipped,1,4400.0,Large
2004-07-20,2004,7,3,Classic Cars,35,207,100.0,51.690821256038646,50.0,1,Shipped,1,3500.0,Large
2004-08-20,2004,8,3,Classic Cars,41,207,100.0,51.690821256038646,50.0,1,Shipped,1,4100.0,Large
2004-09-09,2004,9,3,Classic Cars,46,207,100.0,51.690821256038646,50.0,1,Shipped,1,4600.0,Large
2004-10-14,2004,10,4,Classic Cars,31,207,100.0,51.690821256038646,50.0,1,Shipped,1,3100.0,Medium
2004-10-22,2004,10,4,Classic Cars,38,207,100.0,51.690821256038646,50.0,1,Shipped,1,3800.0,Large
2004-11-05,2004,11,4,Classic Cars,42,207,64.0,69.08212560386472,50.0,1,Shipped,1,2688.0,Medium
2004-11-20,2004,11,4,Classic Cars,33,207,57.22,72.3574879227053,50.0,1,Shipped,1,1888.26,Small
2004-11-01,2004,11,4,Classic Cars,48,207,52.36,74.70531400966183,50.0,1,Shipped,1,2513.2799999999997,Medium
2004-12-15,2004,12,4,Classic Cars,42,207,100.0,51.690821256038646,50.0,1,Shipped,1,4200.0,Large
2005-01-23,2005,1,1,Classic Cars,32,207,100.0,51.690821256038646,50.0,1,Shipped,1,3200.0,Medium
2005-02-17,2005,2,1,Classic Cars,34,207,100.0,51.690821256038646,50.0,1,Shipped,1,3400.0,Large
2005-03-17,2005,3,1,Classic Cars,33,207,69.12,66.6086956521739,50.0,1,Shipped,1,2280.96,Small
2005-05-05,2005,5,2,Classic Cars,36,207,100.0,51.690821256038646,50.0,1,Shipped,1,3600.0,Large
2003-01-29,2003,1,1,Trucks and Buses,27,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2700.0,Medium
2003-03-26,2003,3,1,Trucks and Buses,21,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2100.0,Small
2003-05-28,2003,5,2,Trucks and Buses,21,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2100.0,Small
2003-07-24,2003,7,3,Trucks and Buses,38,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3800.0,Large
2003-09-19,2003,9,3,Trucks and Buses,30,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3000.0,Medium
2003-10-21,2003,10,4,Trucks and Buses,49,136,100.0,26.47058823529412,26.47058823529412,0,Resolved,1,4900.0,Large
2003-11-06,2003,11,4,Trucks and Buses,43,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4300.0,Large
2003-11-13,2003,11,4,Trucks and Buses,41,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,4100.0,Large
2003-11-25,2003,11,4,Trucks and Buses,38,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,3800.0,Large
2003-12-05,2003,12,4,Trucks and Buses,28,136,100.0,26.47058823529412,26.47058823529412,0,Shipped,1,2800.0,Medium
